id;color;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
3688;red;9.1;0.28;0.48;1.8;0.067;26;46;0.9967;3.32;1.04;10.6;6
3689;white;8.6;0.18;0.4;1.1;0.04;20;107;0.9923;2.94;0.32;10.2;7
3690;red;8.6;0.52;0.38;1.5;0.096;5;18;0.99666;3.2;0.52;9.4;5
3691;white;8.3;0.27;0.39;2.4;0.058;16;107;0.9955;3.28;0.59;10.3;5
3692;white;6.9;0.33;0.26;5;0.027;46;143;0.9924;3.25;0.43;11.2;7
3693;white;6.3;0.23;0.3;1.8;0.033;16;91;0.9906;3.28;0.4;11.8;6
3694;white;6.7;0.16;0.34;1.6;0.026;27;109;0.9934;3.34;0.58;10.1;6
3695;red;13.3;0.34;0.52;3.2;0.094;17;53;1.0014;3.05;0.81;9.5;6
3696;white;6.2;0.21;0.29;1.6;0.039;24;92;0.99114;3.27;0.5;11.2;6
3697;red;7.9;0.37;0.23;1.8;0.077;23;49;0.9963;3.28;0.67;9.3;5
3698;white;6.4;0.22;0.49;7.5;0.054;42;151;0.9948;3.27;0.52;10.1;6
3699;white;8.3;0.36;0.57;15;0.052;35;256;1.0001;2.93;0.64;8.6;5
3700;white;7.3;0.17;0.24;8.1;0.121;32;162;0.99508;3.17;0.38;10.4;8
3701;white;4.9;0.47;0.17;1.9;0.035;60;148;0.98964;3.27;0.35;11.5;6
3702;red;11.9;0.695;0.53;3.4;0.128;7;21;0.9992;3.17;0.84;12.2;7
3703;white;6.6;0.32;0.24;1.3;0.06;42.5;204;0.99512;3.59;0.51;9.2;5
3704;white;6.2;0.23;0.36;17.2;0.039;37;130;0.99946;3.23;0.43;8.8;6
3705;white;7.5;0.24;0.31;13;0.049;46;217;0.9985;3.08;0.53;8.8;5
3706;white;6.5;0.27;0.4;10;0.039;74;227;0.99582;3.18;0.5;9.4;5
3707;white;7.6;0.39;0.32;3.6;0.035;22;93;0.99144;3.08;0.6;12.5;7
3708;white;6.1;0.27;0.28;9.8;0.042;61;125;0.99532;3.14;0.42;10.2;6
3709;white;6.4;0.33;0.28;4;0.04;24;81;0.9903;3.26;0.64;12.6;7
3710;red;8.7;0.48;0.3;2.8;0.066;10;28;0.9964;3.33;0.67;11.2;7
3711;white;6.8;0.64;0.08;9.7;0.062;26;142;0.9972;3.37;0.46;8.9;4
3712;white;6.2;0.76;0.01;3.2;0.041;18;120;0.99026;3.2;0.94;13.7;7
3713;white;6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6
3714;white;6.4;0.31;0.31;12.9;0.045;55;161;0.99546;3.02;0.59;10.2;5
3715;white;8.2;0.23;0.4;1.2;0.027;36;121;0.992;3.12;0.38;10.7;6
3716;white;6.5;0.43;0.28;11.25;0.032;31;87;0.9922;3.02;0.38;12.4;6
3717;white;6.2;0.28;0.33;1.7;0.029;24;111;0.99;3.24;0.5;12.1;6
3718;white;6;0.2;0.26;14.7;0.045;53;125;0.998365;2.99;0.69;9.4;6
3719;red;7;0.58;0.12;1.9;0.091;34;124;0.9956;3.44;0.48;10.5;5
3720;white;8.1;0.33;0.36;7.4;0.037;36;156;0.99592;3.19;0.54;10.6;6
3721;white;6.4;0.35;0.28;12.6;0.039;19;124;0.99539;3.2;0.43;10.6;6
3722;white;7.3;0.18;0.31;17.3;0.055;32;197;1.0002;3.13;0.46;9;6
3723;red;8.8;0.42;0.21;2.5;0.092;33;88;0.99823;3.19;0.52;9.2;5
3724;red;7.4;0.6;0.26;2.1;0.083;17;91;0.99616;3.29;0.56;9.8;6
3725;white;6.3;0.24;0.74;1.4;0.172;24;108;0.9932;3.27;0.39;9.9;6
3726;white;7;0.36;0.35;2.5;0.048;67;161;0.99146;3.05;0.56;11.1;6
3727;red;9.8;0.3;0.39;1.7;0.062;3;9;0.9948;3.14;0.57;11.5;7
3728;white;7.7;0.38;0.23;10.8;0.03;28;95;0.99164;2.93;0.41;13.6;6
3729;white;7.3;0.26;0.31;1.6;0.04;39;173;0.9918;3.19;0.51;11.4;6
3730;white;5.6;0.27;0.37;0.9;0.025;11;49;0.98845;3.29;0.33;13.1;6
3731;white;5.6;0.29;0.05;0.8;0.038;11;30;0.9924;3.36;0.35;9.2;5
3732;white;7.2;0.39;0.54;1.4;0.157;34;132;0.99449;3.11;0.53;9;6
3733;red;13;0.47;0.49;4.3;0.085;6;47;1.0021;3.3;0.68;12.7;6
3734;white;7.3;0.3;0.25;2.5;0.045;32;122;0.99329;3.18;0.54;10.3;5
3735;white;6.7;0.46;0.18;2.4;0.034;25;98;0.9896;3.08;0.44;12.6;7
3736;white;7.6;0.26;0.58;7.9;0.041;62;180;0.9966;3.07;0.38;9;5
3737;red;7.2;0.62;0.01;2.3;0.065;8;46;0.99332;3.32;0.51;11.8;6
3738;white;7;0.24;0.3;6.7;0.039;37;125;0.99436;3.2;0.39;9.9;5
3739;white;6.2;0.36;0.14;8.9;0.036;38;155;0.99622;3.27;0.5;9.4;5
3740;red;6.7;0.75;0.12;2;0.086;12;80;0.9958;3.38;0.52;10.1;5
3741;white;7.6;0.32;0.36;1.6;0.04;32;155;0.993;3.23;0.52;11.3;6
3742;red;15;0.21;0.44;2.2;0.075;10;24;1.00005;3.07;0.84;9.2;7
3743;red;8.7;0.42;0.45;2.4;0.072;32;59;0.99617;3.33;0.77;12;6
3744;red;8.1;0.575;0.22;2.1;0.077;12;65;0.9967;3.29;0.51;9.2;5
3745;red;9;0.54;0.49;2.9;0.094;41;110;0.9982;3.08;0.61;9.2;5
3746;white;8;0.24;0.3;17.45;0.056;43;184;0.9997;3.05;0.5;9.2;6
3747;white;5.2;0.24;0.45;3.8;0.027;21;128;0.992;3.55;0.49;11.2;8
3748;white;9.2;0.27;0.34;10.5;0.043;49;228;0.9974;3.04;0.41;10.4;6
3749;white;6.1;0.16;0.37;1.1;0.031;37;97;0.9922;3.4;0.58;10.5;6
3750;white;6.4;0.17;0.27;1.5;0.037;20;98;0.9916;3.46;0.42;11;7
3751;white;7.1;0.33;0.25;1.6;0.03;25;126;0.9901;3.22;0.34;12.1;7
3752;red;6.5;0.39;0.23;8.3;0.051;28;91;0.9952;3.44;0.55;12.1;6
3753;white;7.3;0.24;0.34;15.4;0.05;38;174;0.9983;3.03;0.42;9;6
3754;white;6.8;0.33;0.44;7;0.05;29;155;0.9955;3.14;0.42;9.5;5
3755;white;6.6;0.21;0.6;1.1;0.135;61;144;0.9927;3.12;0.39;9.3;7
3756;white;6.4;0.32;0.23;16.2;0.055;36;176;0.9986;3.26;0.54;9.1;5
3757;white;6.2;0.16;0.47;1.4;0.029;23;81;0.99;3.26;0.42;12.2;6
3758;red;7.7;0.18;0.34;2.7;0.066;15;58;0.9947;3.37;0.78;11.8;6
3759;white;6.7;0.37;0.25;2.5;0.028;24;84;0.9909;3.14;0.36;11.7;6
3760;red;8.8;0.31;0.4;2.8;0.109;7;16;0.99614;3.31;0.79;11.8;7
3761;white;6.1;0.36;0.41;19.35;0.07;67;207;1.00118;3.39;0.53;9.1;5
3762;white;6.7;0.105;0.32;12.4;0.051;34;106;0.998;3.54;0.45;9.2;6
3763;white;6.2;0.3;0.33;3.5;0.037;37;155;0.98987;3.18;0.37;12.4;6
3764;white;7;0.16;0.26;6.85;0.047;30;220;0.99622;3.38;0.58;10.1;6
3765;white;6.3;0.3;0.48;7.4;0.053;34;149;0.99472;3.18;0.53;9.8;5
3766;white;7.4;0.26;0.31;2.4;0.043;58;178;0.9941;3.42;0.68;10.6;6
3767;red;7.9;0.18;0.4;2.2;0.049;38;67;0.996;3.33;0.93;11.3;5
3768;white;7.9;0.14;0.45;1.8;0.05;17;114;0.9948;3.33;0.49;10.7;7
3769;red;7.6;0.48;0.31;2.8;0.07;4;15;0.99693;3.22;0.55;10.3;6
3770;white;7.6;0.48;0.37;1.2;0.034;5;57;0.99256;3.05;0.54;10.4;3
3771;white;6.6;0.19;0.28;1.1;0.044;38;100;0.9904;3.22;0.69;11.2;6
3772;red;7.5;0.51;0.02;1.7;0.084;13;31;0.99538;3.36;0.54;10.5;6
3773;white;6;0.14;0.37;1.2;0.032;63;148;0.99185;3.32;0.44;11.2;5
3774;red;7.8;0.52;0.25;1.9;0.081;14;38;0.9984;3.43;0.65;9;6
3775;white;6.7;0.22;0.39;10.2;0.038;60;149;0.99725;3.17;0.54;10;7
3776;white;4.4;0.46;0.1;2.8;0.024;31;111;0.98816;3.48;0.34;13.1;6
3777;white;6.5;0.13;0.27;2.6;0.035;32;76;0.9914;3.21;0.76;11.3333333333333;6
3778;red;7;0.6;0.12;2.2;0.083;13;28;0.9966;3.52;0.62;10.2;7
3779;white;6.8;0.52;0.26;5.7;0.038;27;130;0.99;3.11;0.27;13;7
3780;white;7.2;0.21;0.28;2.7;0.033;38;94;0.99075;2.99;0.43;11.8;7
3781;white;9.2;0.28;0.46;3.2;0.058;39;133;0.996;3.14;0.58;9.5;5
3782;red;7.2;0.63;0;1.9;0.097;14;38;0.99675;3.37;0.58;9;6
3783;white;7;0.15;0.28;14.7;0.051;29;149;0.99792;2.96;0.39;9;7
3784;white;5.9;0.18;0.29;4.6;0.032;68;137;0.99159;3.21;0.38;11.3;6
3785;white;7.4;0.33;0.26;15.6;0.049;67;210;0.99907;3.06;0.68;9.5;5
3786;red;8.6;0.37;0.65;6.4;0.08;3;8;0.99817;3.27;0.58;11;5
3787;white;5.5;0.15;0.32;14;0.031;16;99;0.99437;3.26;0.38;11.5;8
3788;white;8.1;0.24;0.32;10.5;0.03;34;105;0.99407;3.11;0.42;11.8;6
3789;white;5;0.29;0.54;5.7;0.035;54;155;0.98976;3.27;0.34;12.9;8
3790;white;8.1;0.27;0.41;1.45;0.033;11;63;0.9908;2.99;0.56;12;5
3791;white;5.1;0.33;0.27;6.7;0.022;44;129;0.99221;3.36;0.39;11;7
3792;red;8.4;0.39;0.1;1.7;0.075;6;25;0.99581;3.09;0.43;9.7;6
3793;white;7.3;0.28;0.35;1.6;0.054;31;148;0.99178;3.18;0.47;10.7;5
3794;white;7;0.2;0.37;2;0.03;26;136;0.9932;3.28;0.61;10.2;6
3795;white;6;0.31;0.38;4.8;0.04;41;101;0.98968;3.24;0.56;13.1;6
3796;white;8.1;0.26;0.27;4.3;0.03;43;123;0.99212;3.16;0.33;11.2;6
3797;white;6.9;0.32;0.13;7.8;0.042;11;117;0.996;3.23;0.37;9.2;5
3798;red;7.4;1.185;0;4.25;0.097;5;14;0.9966;3.63;0.54;10.7;3
3799;red;9.8;0.98;0.32;2.3;0.078;35;152;0.998;3.25;0.48;9.4;5
3800;red;7.5;0.43;0.3;2.2;0.062;6;12;0.99495;3.44;0.72;11.5;7
3801;white;6.5;0.2;0.33;1.5;0.039;36;110;0.99008;3.22;0.65;12;6
3802;white;7.8;0.2;0.28;10.2;0.054;78;186;0.997;3.14;0.46;10;6
3803;red;7.7;0.835;0;2.6;0.081;6;14;0.9975;3.3;0.52;9.3;5
3804;red;7;0.69;0.08;1.8;0.097;22;89;0.9959;3.34;0.54;9.2;6
3805;white;7.7;0.32;0.62;10.6;0.036;56;153;0.9978;3.13;0.44;8.9;6
3806;white;5.8;0.36;0.26;3.3;0.038;40;153;0.9911;3.34;0.55;11.3;6
3807;white;7.4;0.16;0.3;13.7;0.056;33;168;0.99825;2.9;0.44;8.7;7
3808;white;6.6;0.33;0.31;1.3;0.02;29;89;0.99035;3.26;0.44;12.4;8
3809;red;10.3;0.27;0.56;1.4;0.047;3;8;0.99471;3.16;0.51;11.8;6
3810;white;5.5;0.32;0.13;1.3;0.037;45;156;0.99184;3.26;0.38;10.7;5
3811;white;6.7;0.24;0.41;9.4;0.04;49;166;0.9954;3.12;0.61;9.9;6
3812;red;9.3;0.4;0.49;2.5;0.085;38;142;0.9978;3.22;0.55;9.4;5
3813;white;7.5;0.28;0.39;10.2;0.045;59;209;0.9972;3.16;0.63;9.6;6
3814;white;7.6;0.52;0.49;14;0.034;37;156;0.9958;3.14;0.38;11.8;7
3815;white;6.7;0.18;0.25;14.3;0.048;79;149;0.9975;3.12;0.37;9.7;5
3816;white;7.1;0.45;0.24;2.7;0.04;24;87;0.98862;2.94;0.38;13.4;8
3817;white;6.6;0.25;0.24;1.7;0.048;26;124;0.9942;3.37;0.6;10.1;6
3818;white;6.8;0.23;0.3;6.95;0.044;42;179;0.9946;3.25;0.56;10.6;6
3819;red;6.8;0.64;0;2.7;0.123;15;33;0.99538;3.44;0.63;11.3;6
3820;red;7.5;0.38;0.57;2.3;0.106;5;12;0.99605;3.36;0.55;11.4;6
3821;white;6.8;0.3;0.33;12.8;0.041;60;168;0.99659;3.1;0.56;9.8;5
3822;white;6.5;0.22;0.32;2.2;0.028;36;92;0.99076;3.27;0.59;11.9;7
3823;white;7;0.27;0.36;20.7;0.045;45;170;1.001;3;0.45;8.8;6
3824;red;7.5;0.49;0.19;1.9;0.076;10;44;0.9957;3.39;0.54;9.7;5
3825;white;6.1;0.21;0.3;6.3;0.039;47;136;0.99068;3.27;0.31;12.7;6
3826;white;6.4;0.3;0.36;2;0.052;18;141;0.99273;3.38;0.53;10.5;6
3827;white;6.6;0.35;0.26;2.7;0.045;19;129;0.98952;3.24;0.48;13;7
3828;white;7.5;0.24;0.31;13.1;0.05;26;180;0.99884;3.05;0.53;9.1;6
3829;white;7.8;0.19;0.32;7.4;0.015;47;124;0.99278;2.99;0.39;11;6
3830;white;5.9;0.26;0.4;1.3;0.047;12;139;0.9945;3.45;0.53;10.4;5
3831;red;7.7;0.6;0.06;2;0.079;19;41;0.99697;3.39;0.62;10.1;6
3832;white;5.7;0.25;0.27;11.5;0.04;24;120;0.99411;3.33;0.31;10.8;6
3833;red;7.9;0.33;0.41;1.5;0.056;6;35;0.99396;3.29;0.71;11;6
3834;white;7;0.21;0.28;8.6;0.045;37;221;0.9954;3.25;0.54;10.4;6
3835;red;7;0.69;0.07;2.5;0.091;15;21;0.99572;3.38;0.6;11.3;6
3836;white;7.2;0.14;0.35;1.2;0.036;15;73;0.9938;3.46;0.39;9.9;5
3837;red;9.6;0.6;0.5;2.3;0.079;28;71;0.9997;3.5;0.57;9.7;5
3838;white;7.8;0.29;0.22;9.5;0.056;44;213;0.99715;3.08;0.61;9.3;6
3839;white;6.5;0.26;0.32;16.5;0.045;44;166;1;3.38;0.46;9.5;6
3840;red;8.2;0.6;0.17;2.3;0.072;11;73;0.9963;3.2;0.45;9.3;5
3841;white;7.2;0.19;0.39;1.2;0.036;32;85;0.9918;3.16;0.5;10.5;5
3842;white;6.4;0.34;0.44;8.2;0.043;54;201;0.99551;3.18;0.48;9.5;5
3843;red;7.7;0.28;0.3;2;0.062;18;34;0.9952;3.28;0.9;11.3;7
3844;red;8.8;0.64;0.17;2.9;0.084;25;130;0.99818;3.23;0.54;9.6;5
3845;white;7;0.34;0.26;10.3;0.041;51;166;0.99382;3.08;0.35;11.6;6
3846;red;7.5;0.58;0.03;4.1;0.08;27;46;0.99592;3.02;0.47;9.2;5
3847;white;6;0.28;0.52;6.2;0.028;37;104;0.99161;3.28;0.51;11.8;7
3848;white;5.7;0.22;0.33;1.9;0.036;37;110;0.98945;3.26;0.58;12.4;6
3849;red;7;0.36;0.21;2.4;0.086;24;69;0.99556;3.4;0.53;10.1;6
3850;white;7.9;0.17;0.32;1.6;0.053;47;150;0.9948;3.29;0.76;9.6;6
3851;white;5.6;0.34;0.3;6.9;0.038;23;89;0.99266;3.25;0.49;11.1;6
3852;red;8.7;0.69;0.31;3;0.086;23;81;1.0002;3.48;0.74;11.6;6
3853;white;6.8;0.44;0.2;16;0.065;61;186;0.99884;3.13;0.45;8.6;5
3854;white;6.1;0.17;0.28;2.5;0.028;22;98;0.99072;3.16;0.37;11.1;7
3855;white;6.7;0.41;0.34;9.2;0.049;29;150;0.9968;3.22;0.51;9.1;5
3856;white;6.5;0.21;0.37;2.5;0.048;70;138;0.9917;3.33;0.75;11.4;7
3857;red;8;1.18;0.21;1.9;0.083;14;41;0.99532;3.34;0.47;10.5;5
3858;white;7.1;0.32;0.29;4;0.038;33;170;0.99463;3.27;0.64;10.2;6
3859;white;6.8;0.22;0.49;0.9;0.052;26;128;0.991;3.25;0.35;11.4;6
3860;white;7.1;0.18;0.42;1.4;0.045;47;157;0.9916;2.95;0.31;10.5;6
3861;white;5.6;0.13;0.27;4.8;0.028;22;104;0.9948;3.34;0.45;9.2;6
3862;red;7.2;0.835;0;2;0.166;4;11;0.99608;3.39;0.52;10;5
3863;red;12.6;0.38;0.66;2.6;0.088;10;41;1.001;3.17;0.68;9.8;6
3864;white;7.3;0.19;0.49;15.55;0.058;50;134;0.9998;3.42;0.36;9.1;7
3865;red;7.7;0.715;0.01;2.1;0.064;31;43;0.99371;3.41;0.57;11.8;6
3866;white;6.8;0.27;0.3;13;0.047;69;160;0.99705;3.16;0.5;9.6;6
3867;white;6;0.52;0.33;7.7;0.046;24;119;0.99224;3.04;0.38;11;6
3868;white;5.6;0.26;0.18;1.4;0.034;18;135;0.99174;3.32;0.35;10.2;6
3869;red;5.4;0.58;0.08;1.9;0.059;20;31;0.99484;3.5;0.64;10.2;6
3870;white;7;0.24;0.3;4.2;0.04;41;213;0.9927;3.28;0.49;11.8;6
3871;red;11.6;0.41;0.54;1.5;0.095;22;41;0.99735;3.02;0.76;9.9;7
3872;red;7.2;0.58;0.03;2.3;0.077;7;28;0.99568;3.35;0.52;10;5
3873;white;6.9;0.3;0.36;4.5;0.054;31;203;0.99513;3.4;0.57;10.4;4
3874;white;4.8;0.65;0.12;1.1;0.013;4;10;0.99246;3.32;0.36;13.5;4
3875;white;7;0.22;0.26;2.8;0.036;44;132;0.99078;3.34;0.41;12;7
3876;white;7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8
3877;white;7.2;0.2;0.31;10;0.054;49;165;0.997;3.4;0.42;9.9;6
3878;red;7;0.65;0.02;2.1;0.066;8;25;0.9972;3.47;0.67;9.5;6
3879;red;7;0.43;0.3;2;0.085;6;39;0.99346;3.33;0.46;11.9;6
3880;white;6.3;0.41;0.33;4.7;0.023;28;110;0.991;3.3;0.38;12.5;7
3881;white;8.4;0.2;0.27;6.3;0.048;30;143;0.9966;3.25;0.5;9.1;6
3882;white;5.7;0.32;0.5;2.6;0.049;17;155;0.9927;3.22;0.64;10;6
3883;white;6.3;0.48;0.48;1.8;0.035;35;96;0.99121;3.49;0.74;12.2;6
3884;red;10.3;0.59;0.42;2.8;0.09;35;73;0.999;3.28;0.7;9.5;6
3885;white;8;0.26;0.28;8.2;0.038;72;202;0.99566;3.12;0.56;10;6
3886;white;5.6;0.28;0.4;6.1;0.034;36;118;0.99144;3.21;0.43;12.1;7
3887;white;6.7;0.48;0.49;2.9;0.03;28;122;0.98926;3.13;0.4;13;6
3888;red;10.4;0.38;0.46;2.1;0.104;6;10;0.99664;3.12;0.65;11.8;7
3889;white;7.3;0.19;0.27;1.6;0.027;35;136;0.99248;3.38;0.54;11;7
3890;white;6.6;0.4;0.32;1.7;0.035;39;84;0.99096;3.59;0.48;12.7;7
3891;white;6.3;0.37;0.28;6.3;0.034;45;152;0.9921;3.29;0.46;11.6;7
3892;white;5.8;0.28;0.34;2.2;0.037;24;125;0.98986;3.36;0.33;12.8;8
3893;white;6.1;0.34;0.21;5;0.042;17;133;0.99373;3.02;0.53;9.4;5
3894;white;7.3;0.22;0.26;1.5;0.04;32;172;0.99194;3.27;0.48;11.2;6
3895;red;7.3;0.48;0.32;2.1;0.062;31;54;0.99728;3.3;0.65;10;7
3896;white;6.8;0.22;0.24;4.9;0.092;30;123;0.9951;3.03;0.46;8.6;6
3897;white;7.5;0.23;0.35;17.8;0.058;128;212;1.00241;3.44;0.43;8.9;5
3898;red;7.8;0.6;0.26;2;0.08;31;131;0.99622;3.21;0.52;9.9;5
3899;white;6.5;0.5;0.22;4.1;0.036;35;131;0.9902;3.26;0.55;13;7
3900;white;5.6;0.295;0.2;2.2;0.049;18;134;0.99378;3.21;0.68;10;5
3901;white;7.2;0.34;0.2;5.8;0.062;52;203;0.99461;3.17;0.44;9.8;6
3902;red;9.9;0.54;0.45;2.3;0.071;16;40;0.9991;3.39;0.62;9.4;5
3903;white;6;0.29;0.25;1.4;0.033;30;114;0.98794;3.08;0.43;13.2;6
3904;white;7.2;0.24;0.27;1.4;0.038;31;122;0.9927;3.15;0.46;10.3;6
3905;white;8.4;0.57;0.44;10.7;0.051;46;195;0.9981;3.15;0.51;10.4;5
3906;white;6.7;0.24;0.29;14.9;0.053;55;136;0.99839;3.03;0.52;9;5
3907;white;6.1;0.22;0.49;1.5;0.051;18;87;0.9928;3.3;0.46;9.6;5
3908;white;6.4;0.15;0.44;1.2;0.043;67;150;0.9907;3.14;0.73;11.2;7
3909;white;6.8;0.21;0.37;7;0.038;27;107;0.99206;2.98;0.82;11.5;6
3910;white;6.9;0.24;0.4;15.4;0.052;81;198;0.9986;3.2;0.69;9.4;5
3911;red;9.3;0.43;0.44;1.9;0.085;9;22;0.99708;3.28;0.55;9.5;5
3912;white;5.9;0.36;0.04;5.7;0.046;21;87;0.9934;3.22;0.51;10.2;5
3913;white;6.9;0.19;0.33;1.6;0.043;63;149;0.9925;3.44;0.52;10.8;5
3914;white;6.1;0.26;0.28;1.7;0.043;24;98;0.98918;3.14;0.44;12.5;6
3915;white;6.6;0.38;0.36;9.2;0.061;42;214;0.9976;3.31;0.56;9.4;5
3916;white;5.8;0.36;0.5;1;0.127;63;178;0.99212;3.1;0.45;9.7;5
3917;red;6;0.42;0.19;2;0.075;22;47;0.99522;3.39;0.78;10;6
3918;white;7.4;0.64;0.47;14.15;0.168;42;185;0.9984;2.9;0.49;9.3;5
3919;red;8.3;0.53;0;1.4;0.07;6;14;0.99593;3.25;0.64;10;6
3920;red;10.4;0.64;0.24;2.8;0.105;29;53;0.9998;3.24;0.67;9.9;5
3921;white;7.1;0.17;0.43;1.3;0.023;33;132;0.99067;3.11;0.56;11.7;6
3922;red;9.3;0.5;0.36;1.8;0.084;6;17;0.99704;3.27;0.77;10.8;6
3923;white;7.7;0.28;0.35;15.3;0.056;31;117;0.9998;3.27;0.5;9.6;5
3924;white;6.6;0.545;0.04;2.5;0.031;48;111;0.9906;3.14;0.32;11.9;5
3925;white;7;0.19;0.33;6.3;0.032;42;127;0.99182;3.31;0.38;12.2;6
3926;white;6.1;0.37;0.2;7.6;0.031;49;170;0.99558;3.22;0.48;9.5;5
3927;white;6.4;0.27;0.45;8.3;0.05;52;196;0.9955;3.18;0.48;9.5;5
3928;white;5.8;0.24;0.28;1.4;0.038;40;76;0.98711;3.1;0.29;13.9;7
3929;red;11.9;0.38;0.49;2.7;0.098;12;42;1.0004;3.16;0.61;10.3;5
3930;white;6.3;0.28;0.34;8.1;0.038;44;129;0.99248;3.26;0.29;12.1;6
3931;white;6.4;0.15;0.4;1.3;0.053;61;146;0.99112;3.17;0.68;11;6
3932;white;6.7;0.2;0.24;6.5;0.044;28;100;0.99348;3.12;0.33;10.2;6
3933;red;6.6;0.58;0;2.2;0.1;50;63;0.99544;3.59;0.68;11.4;6
3934;white;6.2;0.26;0.37;7.1;0.047;54;201;0.99523;3.19;0.48;9.5;6
3935;white;7.6;0.31;0.49;3.95;0.044;27;131;0.9912;3.08;0.67;12.8;7
3936;red;7.3;0.38;0.21;2;0.08;7;35;0.9961;3.33;0.47;9.5;5
3937;red;7.6;0.49;0.26;1.6;0.236;10;88;0.9968;3.11;0.8;9.3;5
3938;white;7;0.33;0.78;9.9;0.042;21;251;0.99435;3.01;0.55;11;6
3939;white;6.5;0.43;0.31;3.6;0.046;19;143;0.99022;3.15;0.34;12;8
3940;red;6.6;0.56;0.14;2.4;0.064;13;29;0.99397;3.42;0.62;11.7;7
3941;white;6.4;0.29;0.44;3.6;0.197;75;183;0.9942;3.01;0.38;9.1;5
3942;white;6.1;0.36;0.26;8.15;0.035;14;88;0.99031;3.06;0.27;13;7
3943;white;6.2;0.22;0.3;12.4;0.054;108;152;0.99728;3.1;0.47;9.5;6
3944;white;7.7;0.46;0.18;3.3;0.054;18;143;0.99392;3.12;0.51;10.8;6
3945;white;7.9;0.18;0.33;1.2;0.033;20;72;0.9922;3.12;0.38;10.5;7
3946;red;11.6;0.23;0.57;1.8;0.074;3;8;0.9981;3.14;0.7;9.9;6
3947;white;6.3;0.26;0.49;1.5;0.052;34;134;0.9924;2.99;0.61;9.8;6
3948;red;6.9;0.56;0.03;1.5;0.086;36;46;0.99522;3.53;0.57;10.6;5
3949;red;9.6;0.38;0.31;2.5;0.096;16;49;0.9982;3.19;0.7;10;7
3950;white;7.7;0.23;0.31;10.7;0.038;59;186;0.9969;3.12;0.55;9.5;6
3951;red;7.8;0.5;0.17;1.6;0.082;21;102;0.996;3.39;0.48;9.5;5
3952;white;5.8;0.2;0.3;1.5;0.031;21;57;0.99115;3.44;0.55;11;6
3953;red;8.3;0.26;0.42;2;0.08;11;27;0.9974;3.21;0.8;9.4;6
3954;red;10.1;0.31;0.44;2.3;0.08;22;46;0.9988;3.32;0.67;9.7;6
3955;white;6.3;0.39;0.22;2.8;0.048;53;173;0.99304;3.24;0.45;9.8;5
3956;white;5.8;0.24;0.39;1.5;0.054;37;158;0.9932;3.21;0.52;9.3;6
3957;red;6.4;0.865;0.03;3.2;0.071;27;58;0.995;3.61;0.49;12.7;6
3958;white;7.6;0.23;0.49;10;0.036;45;182;0.9967;3.08;0.58;9.6;6
3959;white;7.7;0.18;0.53;1.2;0.041;42;167;0.9908;3.11;0.44;11.9;5
3960;white;6.1;0.3;0.56;2.8;0.044;47;179;0.9924;3.3;0.57;10.9;7
3961;white;6.4;0.24;0.25;20.2;0.083;35;157;0.99976;3.17;0.5;9.1;5
3962;white;7.4;0.41;0.66;10.8;0.051;77;194;0.9976;3.05;0.46;8.7;5
3963;white;6.2;0.12;0.26;5.7;0.044;56;158;0.9951;3.52;0.37;10.5;6
3964;white;5.2;0.155;0.33;1.6;0.028;13;59;0.98975;3.3;0.84;11.9;8
3965;white;6.5;0.28;0.38;7.8;0.031;54;216;0.99154;3.03;0.42;13.1;6
3966;white;6.2;0.3;0.28;1.6;0.036;28;106;0.988245;3.14;0.41;13.3;6
3967;white;7.9;0.28;0.41;2;0.044;50;152;0.9934;3.45;0.49;10.7;8
3968;white;7.2;0.23;0.39;14.2;0.058;49;192;0.9979;2.98;0.48;9;7
3969;white;7;0.12;0.29;10.3;0.039;41;98;0.99564;3.19;0.38;9.8;8
3970;red;6;0.5;0;1.4;0.057;15;26;0.99448;3.36;0.45;9.5;5
3971;white;8.9;0.26;0.33;8.1;0.024;47;202;0.99558;3.13;0.46;10.8;6
3972;white;7.1;0.31;0.17;1;0.042;21;144;0.99304;3.13;0.4;9.6;5
3973;white;6.5;0.43;0.28;12;0.056;23;174;0.9986;3.31;0.55;9.3;5
3974;white;6.5;0.18;0.48;18;0.054;56;183;1.00038;2.98;0.61;8.5;6
3975;white;7.5;0.32;0.49;1.7;0.031;44;109;0.9906;3.07;0.46;12.5;6
3976;red;8.2;0.24;0.34;5.1;0.062;8;22;0.9974;3.22;0.94;10.9;6
3977;red;9;0.46;0.31;2.8;0.093;19;98;0.99815;3.32;0.63;9.5;6
3978;white;7.6;0.2;0.34;1.8;0.041;42;148;0.99335;3.35;0.66;11.1;6
3979;red;8.4;0.745;0.11;1.9;0.09;16;63;0.9965;3.19;0.82;9.6;5
3980;white;5.5;0.375;0.38;1.7;0.036;17;98;0.99142;3.29;0.39;10.5;6
3981;red;9.4;0.43;0.24;2.8;0.092;14;45;0.998;3.19;0.73;10;6
3982;white;5.7;0.28;0.28;2.2;0.019;15;65;0.9902;3.06;0.52;11.2;6
